Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",12-13,2,Aerosol type,(see Code table 4.233),,4.233,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",14,1,Type of interval for first and second size,(see Code table 4.91),,4.91,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",15,1,Scale factor of first size,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",16-19,4,Scaled value of first size in metres,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",20,1,Scale factor of second size,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",21-24,4,Scaled value of second size in metres,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",25-26,2,Input process identifier,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",27-28,2,Input originating centre,(see Common Code table C-11),,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",29,1,Type of post-processing,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",30,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",31,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",32,1,Forecast generating process identifier (defined by originating centre),,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",33-34,2,Hours after reference time of data cut-off,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",35,1,Minutes after reference time of data cut-off,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",36,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",37-40,4,Forecast time in units defined by octet 36,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",41,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",42,1,Scale factor of first fixed surface,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",43-46,4,Scaled value of first fixed surface,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",47,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",48,1,Scale factor of second fixed surface,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",49-52,4,Scaled value of second fixed surface,,,,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",53,1,Derived forecast,(see Code table 4.7),,4.7,,Operational
"Post-processing derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time for aerosol",54-57,4,Number of forecasts in ensemble,,,,,Operational
