Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",12,1,Type of wave period interval,(see Code table 4.91),,4.91,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",13,1,Scale factor of lower wave period limit,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",14-17,4,Scaled value of lower wave period limit,(see Note 1),163,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",18,1,Scale factor of upper wave period limit,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",19-22,4,Scaled value of upper wave period limit,(see Note 1),163,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",23,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",24,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",25,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",26-27,2,Hours of observational data cut-off after reference time,(see Note 2),33,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",28,1,Minutes of observational data cut-off after reference time,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",29,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",30-33,4,Forecast time in units defined by previous octet,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",34,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",35,1,Scale factor of first fixed surface,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",36-39,4,Scaled value of first fixed surface,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",40,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",41,1,Scale factor of second fixed surface,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",42-45,4,Scaled value of second fixed surface,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",46-47,2,Total number of quantile q,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",48-49,2,Quantile value (between 0 and q),,,,,Operational
