Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,13,1,Background generating process identifier (defined by originating centre),,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,15-16,2,Hours after reference time of data cut-off,(see Note),33,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,17,1,Minutes after reference time of data cut-off,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,19-22,4,Forecast time in units defined by octet 18,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,24,1,Scale factor of first fixed surface,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,25-28,4,Scaled value of first fixed surface,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,30,1,Scale factor of second fixed surface,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,31-34,4,Scaled value of second fixed surface,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,35,1,Derived forecast,(see Code table 4.7),,4.7,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,36,1,Number of forecasts in the ensemble (N),,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,37,1,Cluster identifier,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,38,1,Number of cluster to which the high-resolution control belongs,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,39,1,Number of cluster to which the low-resolution control belongs,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,40,1,Total number of clusters,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,41,1,Clustering method,(see Code table 4.8),,4.8,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,42-45,4,Latitude of central point in cluster domain,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,46-49,4,Longitude of central point in cluster domain,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,50-53,4,Radius of cluster domain,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,54,1,Nc - number of forecasts in the cluster,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,55,1,Scale factor of standard deviation in the cluster,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,56-59,4,Scaled value of standard deviation in the cluster,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,60,1,Scale factor of distance of the cluster from ensemble mean,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,61-64,4,Scaled value of distance of the cluster from ensemble mean,,,,,Operational
derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,65-(64+Nc),,List of Nc ensemble forecast numbers (Nc is given in octet 54),,,,,Operational
