Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",12-13,2,Aerosol type,(see Common Code table C-14),,C-14,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",14,1,Type of interval for first and second size,(see Code table 4.91),,4.91,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",15,1,Scale factor of first size,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",16-19,4,Scaled value of first size in metres,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",20,1,Scale factor of second size,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",21-24,4,Scaled value of second size in metres,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",25-26,2,Input process identifier,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",27-28,2,Input originating centre,(see Common Code table C-11),,C-11,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",29,1,Type of post-processing,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",30,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",31,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",32,1,Forecast generating process identifier (defined by originating centre),,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",33-34,2,Hours after reference time of data cut-off,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",35,1,Minutes after reference time of data cut-off,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",36,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",37-40,4,Forecast time in units defined by octet 36,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",41,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",42,1,Scale factor of first fixed surface,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",43-46,4,Scaled value of first fixed surface,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",47,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",48,1,Scale factor of second fixed surface,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",49-52,4,Scaled value of second fixed surface,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",53,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",54-57,4,Perturbation number,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",58-61,4,Number of forecasts in ensemble,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",62-63,2,Year of end of overall time interval,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",64,1,Month of end of overall time interval,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",65,1,Day of end of overall time interval,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",66,1,Hour of end of overall time interval,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",67,1,Minute of end of overall time interval,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",68,1,Second of end of overall time interval,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",69,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",70-73,4,Total number of data values missing in statistical process,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,"74-85 Specification of the outermost (or only) time range over which statistical processing is done",,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",74,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",75,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",76,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",77-80,4,Length of the time range over which statistical processing is done in units defined by the previous octet,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",81,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",82-85,4,Time increment between successive fields in units defined by the previous octet,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,"86-nn These octets are included only if n > 1, where nn = 86 + 12 x n",,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",86-97,12,As octets 74 to 85 next innermost step of processing,,,,,Operational
"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",98-nn,,Additional time range specifications included in accordance with the value of n. Contents as octets 74 to 85 repeated as necessary,,,,,Operational
